city,state,lat,lon
Assonet,MA,41.7975,-71.0607
Auburn,MA,42.298566666666666,-71.4434
Whitewater,KS,37.9612,-97.1308
Bedford,MA,41.779828571428574,-71.00314285714285
Park Hills,KY,39.0714491,-84.5321652
Belmont,MA,42.42959999999999,-71.3319
Billerica,MA,42.52466666666667,-71.33380000000001
Donaldsonville,LA,30.1018,-90.997
Beverly,MA,42.5608,-70.8759
Boxford,MA,42.65755,-70.94524999999999
Boxborough,MA,42.4884,-71.5178
Bourne,MA,41.7412166,-70.5989196
Byfield,MA,42.7568,-70.9351
Braintree,MA,42.23636666666667,-71.40536666666667
Carlisle,MA,42.5286,-71.3519
Chelmsford,MA,42.612899999999996,-71.3732
Chatham,MA,41.692675,-69.99195
Brookline,MA,42.26744,-71.10484
Clinton,MA,42.4181,-71.6828
Concord,MA,42.4567,-71.3747
